wiek	naukaLata	edukacja	plec	wiaraZyciePo	szczescie	jakieZycie	fortunaEndPraca	gazetyCzesto	ogladaTVGodz	korzystaWWW	zodiak	dochod	ileGodzPracuje
51	20	Magisterium	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Nie	Codziennie	2	Tak	Rak	NA	12
56	14	Szkola srednia	Mezczyzna	Nie	Nieszczesliwy	Rutynowe	Tak	NA	NA	Tak	Ryby	$35000 TO 39999	10
47	14	Policealna	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Tak	Codziennie	2	Tak	Strzelec	$75000 TO $89999	10
46	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	1	Tak	Bliznieta	$30000 TO 34999	8
77	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Rutynowe	NA	Mniej niz raz w tygodniu	10	Nie	Bliznieta	NA	1
31	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Tak	Mniej niz raz w tygodniu	2	Tak	Waga	$50000 TO 59999	9
46	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	Codziennie	2	Tak	Wodnik	$60000 TO 74999	13
73	11	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	NA	NA	Nie	Waga	$8 000 TO 9 999	1
51	13	Szkola srednia	Kobieta	Tak	Nieszczesliwy	NA	NA	Nigdy	5	Nie	Skorpion	$20000 TO 22499	6
40	16	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Koziorozec	$75000 TO $89999	9
43	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	1	Nie	Strzelec	$40000 TO 49999	8
44	20	Magisterium	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	1	Tak	Strzelec	$75000 TO $89999	10
82	16	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	NA	NA	NA	Nie	Skorpion	$40000 TO 49999	0
55	14	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	NA	Codziennie	3	Tak	Koziorozec	$50000 TO 59999	8
80	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	NA	NA	Nie	Baran	$22500 TO 24999	0
30	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	Nigdy	4	Tak	Waga	$20000 TO 22499	6
73	10	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Nie	Koziorozec	$10000 TO 12499	3
26	14	Policealna	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	Nie	NA	NA	Tak	Strzelec	NA	1
47	18	Magisterium	Mezczyzna	Nie	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Skorpion	NA	8
36	17	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Kilka razy w tygodniu	1	Tak	Strzelec	$110000 OR OVER	12
42	17	Licencjat	Kobieta	Nie	Bardzo szczesliwy	Ekscytujace	Tak	NA	NA	Tak	Ryby	$40000 TO 49999	9
37	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Raz w tygodniu	10	Tak	Bliznieta	$17500 TO 19999	2
35	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Baran	$40000 TO 49999	10
38	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	2	Nie	NA	NA	13
43	20	Magisterium	Mezczyzna	Nie	Dosc szczesliwy	NA	NA	Raz w tygodniu	2	Tak	Ryby	$40000 TO 49999	13
46	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Nie	Strzelec	$75000 TO $89999	10
58	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	1	Nie	Byk	$25000 TO 29999	11
40	18	Magisterium	Kobieta	Nie	Bardzo szczesliwy	Rutynowe	Tak	Kilka razy w tygodniu	3	Tak	Byk	$110000 OR OVER	6
30	12	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	Rutynowe	NA	Mniej niz raz w tygodniu	1	Tak	Byk	$15000 TO 17499	12
28	8	Szkola zawodowa	Mezczyzna	Tak	Nieszczesliwy	Nudne	Nie	Codziennie	2	Tak	Skorpion	NA	8
46	12	Szkola zawodowa	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	Nie	NA	NA	Nie	Panna	$1 000 TO 2 999	5
58	15	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Waga	$60000 TO 74999	4
42	15	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	NA	Raz w tygodniu	2	Tak	Skorpion	$110000 OR OVER	11
73	9	Szkola zawodowa	Kobieta	Nie	Dosc szczesliwy	NA	NA	Raz w tygodniu	2	Nie	Baran	NA	2
28	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	2	Tak	Wodnik	$25000 TO 29999	11
42	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	4	Tak	Baran	$22500 TO 24999	6
72	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	4	Nie	Panna	NA	2
43	13	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Panna	$35000 TO 39999	7
51	18	Licencjat	Kobieta	Tak	Nieszczesliwy	Rutynowe	Nie	NA	NA	Tak	Ryby	$25000 TO 29999	7
23	14	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	3	Tak	Byk	$3 000 TO 3 999	6
28	19	Magisterium	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Bliznieta	$22500 TO 24999	1
22	14	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Mniej niz raz w tygodniu	2	Tak	Strzelec	$8 000 TO 9 999	8
20	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Tak	Lew	$1 000 TO 2 999	8
71	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	Codziennie	5	Tak	Strzelec	$60000 TO 74999	1
41	15	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	1	Tak	Byk	$3 000 TO 3 999	11
38	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	Nie	Codziennie	3	Nie	Ryby	NA	6
42	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	2	Tak	Bliznieta	$75000 TO $89999	11
45	16	Licencjat	Kobieta	Nie	Nieszczesliwy	Ekscytujace	NA	NA	NA	Nie	Bliznieta	$8 000 TO 9 999	3
37	12	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	Rutynowe	NA	Raz w tygodniu	6	Tak	Strzelec	$10000 TO 12499	6
40	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	3	Nie	Bliznieta	$10000 TO 12499	8
87	9	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	NA	Nigdy	2	Nie	Strzelec	$10000 TO 12499	0
34	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Waga	$40000 TO 49999	9
24	15	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	Raz w tygodniu	2	Tak	Rak	$12500 TO 14999	11
52	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Ryby	$40000 TO 49999	10
52	14	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	Tak	Raz w tygodniu	1	Nie	Ryby	NA	11
41	9	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	NA	NA	Nie	Koziorozec	$3 000 TO 3 999	7
26	14	Policealna	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Tak	Kilka razy w tygodniu	3	Tak	Strzelec	$8 000 TO 9 999	7
30	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	2	Nie	Rak	$35000 TO 39999	8
32	14	Policealna	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	Codziennie	2	Nie	Koziorozec	$40000 TO 49999	13
28	10	Szkola zawodowa	Mezczyzna	Nie	Bardzo szczesliwy	Rutynowe	Nie	Codziennie	0	Nie	Panna	$15000 TO 17499	10
52	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Nudne	Nie	NA	NA	Tak	Lew	$25000 TO 29999	3
24	11	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	Codziennie	4	Nie	Ryby	$30000 TO 34999	6
75	5	Szkola zawodowa	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	NA	Kilka razy w tygodniu	1	Nie	Baran	$3 000 TO 3 999	1
28	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	2	Tak	Skorpion	$35000 TO 39999	8
55	12	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Codziennie	3	Tak	Bliznieta	$7 000 TO 7 999	6
68	16	Magisterium	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Tak	Panna	$75000 TO $89999	3
48	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	2	Tak	Waga	$90000 - $109999	12
61	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	Nie	NA	NA	Nie	Waga	$25000 TO 29999	3
66	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	Codziennie	6	Nie	Lew	$40000 TO 49999	3
25	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	1	Tak	Koziorozec	$25000 TO 29999	13
67	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	3	Nie	Koziorozec	$20000 TO 22499	1
20	14	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	NA	Raz w tygodniu	1	Tak	Byk	$50000 TO 59999	13
30	10	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Kilka razy w tygodniu	5	Tak	Wodnik	$10000 TO 12499	6
36	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Rak	$50000 TO 59999	2
22	9	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	2	Nie	Wodnik	$22500 TO 24999	11
46	13	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	Tak	NA	NA	Nie	Bliznieta	$75000 TO $89999	5
